churn_id,customer_id,customer_segment,customer_country,customer_city,is_churned,churn_flag,churn_date,days_since_churn,churn_reason,churn_category,churn_risk_score,churn_probability,subscription_type,customer_age_months,total_spend_usd,avg_order_value_usd,num_purchases,satisfaction_score,satisfaction_level,support_tickets,returns_count,days_since_last_purchase,customer_lifetime_value_usd,engagement_level,prevention_method,support_interactions,last_support_channel,feedback_score,loyalty_score,marketing_emails_sent,marketing_emails_opened,marketing_emails_clicked,marketing_conversions,social_media_engagement,referral_count,is_high_risk_customer,predicted_churn,customer_retention_cost_usd,recovery_revenue_usd,dataset_year,churn_rate_indicator,customer_value_category,churn_risk_category,churn_revenue_impact_usd,customer_health_score,customer_health_category,retention_probability
CHURN-033734,CUST-012803,Consumer,Pakistan,Sialkot,Yes,1,2026-06-18 00:00:00,126,Shipping Issues,Involuntary,84,0.84,None,20,11337.88,390.96,29,1,Very Dissatisfied,7,2,19,11532.64,Low,None,6,Store Visit,5,53.2,33,22,17,2,Low,1,Yes,Yes,105.03,262.73,2026,High,High Value,Very High,4535.152,45,Fair,0.1
CHURN-033735,CUST-005395,Consumer,United Kingdom,Liverpool,No,0,Not Applicable,0,Not Applicable,Not Applicable,60,0.6,Premium,33,35070.97,947.86,37,1,Very Dissatisfied,7,0,49,42616.46,Low,None,1,Store Visit,7,66.6,3,1,1,0,Low,17,No,No,97.32,261.38,2026,Medium,High Value,Medium,0.0,65,Good,0.4
CHURN-033736,CUST-022118,Enterprise,Italy,Milan,No,0,Not Applicable,0,Not Applicable,Not Applicable,28,0.28,Enterprise,42,12972.51,540.52,24,4,Satisfied,15,4,5,15812.73,High,None,0,Store Visit,5,54.4,22,18,14,4,High,10,No,No,48.39,361.35,2026,Low,High Value,Low,0.0,100,Excellent,0.72
CHURN-033737,CUST-021000,Consumer,Australia,Hobart,No,0,Not Applicable,0,Not Applicable,Not Applicable,23,0.23,Basic,37,49852.41,16617.47,3,3,Neutral,7,7,8,45302.0,Medium,None,6,Phone,8,19.0,15,10,14,9,Low,19,No,No,45.49,312.18,2026,Low,High Value,Low,0.0,100,Excellent,0.77
CHURN-033738,CUST-029467,Enterprise,Japan,Kyoto,Yes,1,2026-06-13 00:00:00,120,Account Issues,Involuntary,44,0.44,Enterprise,51,20235.59,613.2,33,5,Very Satisfied,10,2,11,19184.7,Low,None,10,Phone,4,13.0,6,2,4,4,None,17,No,No,120.21,342.93,2026,Medium,High Value,Medium,8094.236000000001,100,Excellent,0.1
CHURN-033739,CUST-007451,Consumer,Australia,Gold Coast,No,0,Not Applicable,0,Not Applicable,Not Applicable,50,0.5,Basic,30,40901.76,6816.96,6,4,Satisfied,13,8,66,36838.27,Medium,None,12,Email,4,39.9,29,21,16,3,None,4,No,No,168.79,77.81,2026,Low,High Value,Medium,0.0,100,Excellent,0.5
CHURN-033740,CUST-006292,Premium,France,Bordeaux,No,0,Not Applicable,0,Not Applicable,Not Applicable,17,0.17,Premium,30,4540.71,122.72,37,5,Very Satisfied,4,7,78,3637.94,Medium,None,4,Self-Service,3,20.7,3,1,3,1,High,4,No,No,59.16,230.67,2026,Low,Low Value,Very Low,0.0,100,Excellent,0.83
CHURN-033741,CUST-007148,Small Business,United Arab Emirates,Ras Al Khaimah,No,0,Not Applicable,0,Not Applicable,Not Applicable,55,0.55,Basic,12,27912.41,3489.05,8,4,Satisfied,18,5,7,29857.51,Low,None,3,Chat,9,4.5,1,1,1,0,Medium,8,No,No,56.15,309.8,2026,Medium,High Value,Medium,0.0,100,Excellent,0.45
CHURN-033742,CUST-011194,Consumer,Singapore,Singapore,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Basic,47,227.65,56.91,4,5,Very Satisfied,4,2,26,284.92,Medium,None,5,Store Visit,10,81.3,35,26,25,2,Medium,19,No,No,92.16,264.12,2026,Low,Very Low Value,Very Low,0.0,100,Excellent,1.0
CHURN-033743,CUST-015759,Consumer,Saudi Arabia,Tabuk,No,0,Not Applicable,0,Not Applicable,Not Applicable,49,0.49,Basic,2,7687.22,178.77,43,2,Dissatisfied,5,7,34,6859.05,Medium,Special Promotion,4,Phone,7,77.2,36,25,0,0,Low,19,No,No,1.84,367.32,2026,Low,Medium Value,Medium,0.0,95,Excellent,0.51
CHURN-033744,CUST-003812,Consumer,Mexico,San Luis Potosi,Yes,1,2026-06-21 00:00:00,158,Too Expensive,Competitive,40,0.4,Basic,6,4880.16,187.7,26,1,Very Dissatisfied,3,9,81,4764.46,Medium,Special Promotion,0,Chat,6,69.4,45,2,20,1,Medium,14,No,No,194.66,339.57,2026,Medium,Low Value,Low,1952.0639999999999,65,Good,0.1
CHURN-033745,CUST-003312,Consumer,Netherlands,Eindhoven,Yes,1,2026-07-22 00:00:00,148,Technical Issues,Involuntary,46,0.46,None,35,1633.96,148.54,11,2,Dissatisfied,4,7,13,1443.17,Medium,None,2,Social Media,4,17.6,39,18,11,6,None,15,No,No,69.38,122.0,2026,Medium,Low Value,Medium,653.5840000000002,75,Good,0.1
CHURN-033746,CUST-006134,Consumer,Japan,Kyoto,Yes,1,2026-08-21 00:00:00,112,Poor Customer Service,Involuntary,38,0.38,Basic,55,36891.22,2837.79,13,1,Very Dissatisfied,8,9,27,31140.6,Medium,None,4,Email,2,97.2,49,3,19,3,Medium,1,No,No,11.9,5.95,2026,Medium,High Value,Low,14756.488,85,Excellent,0.1
CHURN-033747,CUST-037808,Premium,Italy,Bologna,No,0,Not Applicable,0,Not Applicable,Not Applicable,24,0.24,Premium,27,29070.47,4845.08,6,3,Neutral,5,4,66,24772.01,Medium,None,6,Store Visit,7,88.6,1,1,1,1,Medium,14,No,No,192.57,305.3,2026,Low,High Value,Low,0.0,100,Excellent,0.76
CHURN-033748,CUST-023522,Consumer,Brazil,Fortaleza,No,0,Not Applicable,0,Not Applicable,Not Applicable,58,0.58,None,5,45905.54,2869.1,16,1,Very Dissatisfied,16,4,42,42299.83,High,Feedback Request,19,Social Media,8,59.4,38,1,37,4,None,15,No,No,110.76,13.82,2026,Medium,High Value,Medium,0.0,60,Fair,0.42
CHURN-033749,CUST-030798,Premium,Italy,Bologna,No,0,Not Applicable,0,Not Applicable,Not Applicable,8,0.08,Premium,22,19977.48,768.36,26,4,Satisfied,12,5,11,24465.14,High,None,9,Email,8,46.4,8,6,1,1,None,9,No,No,150.32,455.17,2026,Low,High Value,Very Low,0.0,100,Excellent,0.92
CHURN-033750,CUST-028295,Small Business,United States,Phoenix,Yes,1,2026-10-22 00:00:00,136,Shipping Issues,Involuntary,23,0.23,Basic,49,5841.22,1460.31,4,3,Neutral,2,6,22,6523.23,Medium,None,2,Store Visit,1,76.3,16,10,15,1,Low,11,No,No,153.21,345.21,2026,Medium,Medium Value,Low,2336.4880000000007,100,Excellent,0.1
CHURN-033751,CUST-014584,Consumer,Germany,Munich,Yes,1,2026-10-01 00:00:00,108,Account Issues,Involuntary,49,0.49,None,57,32807.73,994.17,33,4,Satisfied,18,3,106,27354.52,Medium,None,14,Store Visit,8,8.9,38,18,1,1,Medium,6,No,No,160.96,285.52,2026,Medium,High Value,Medium,13123.092000000002,95,Excellent,0.1
CHURN-033752,CUST-011235,Premium,United Arab Emirates,Sharjah,No,0,Not Applicable,0,Not Applicable,Not Applicable,8,0.08,Basic,5,40227.38,2366.32,17,3,Neutral,9,7,131,34460.24,Medium,None,13,Social Media,4,23.6,33,17,19,2,None,1,No,No,61.47,403.87,2026,Low,High Value,Very Low,0.0,100,Excellent,0.92
CHURN-033753,CUST-005076,Consumer,India,Delhi,Yes,1,2026-05-13 00:00:00,29,Poor Customer Service,Involuntary,49,0.49,None,40,9021.93,220.05,41,4,Satisfied,12,6,171,8498.92,Medium,None,10,Social Media,1,11.9,37,22,7,3,Low,18,No,No,165.29,94.49,2026,Medium,Medium Value,Medium,3608.772,95,Excellent,0.1
CHURN-033754,CUST-003070,Small Business,Germany,Frankfurt,No,0,Not Applicable,0,Not Applicable,Not Applicable,36,0.36,Premium,55,14555.78,3638.95,4,1,Very Dissatisfied,2,7,14,13722.8,High,Feedback Request,4,Self-Service,6,18.7,28,20,21,3,Medium,16,No,No,124.72,204.86,2026,Low,High Value,Low,0.0,100,Excellent,0.64
CHURN-033755,CUST-017372,Consumer,Netherlands,Groningen,Yes,1,2026-11-24 00:00:00,39,Too Expensive,Competitive,38,0.38,None,12,42677.92,21338.96,2,4,Satisfied,13,3,66,36155.41,High,None,4,Email,2,4.1,26,1,3,1,None,5,No,No,100.34,182.0,2026,Medium,High Value,Low,17071.168,100,Excellent,0.1
CHURN-033756,CUST-032064,Consumer,Brazil,Manaus,Yes,1,2026-09-27 00:00:00,159,Found Alternative,Competitive,45,0.45,None,27,32384.6,1044.66,31,1,Very Dissatisfied,2,3,44,29763.44,High,None,1,Social Media,7,10.4,18,11,18,5,None,8,No,No,148.33,482.16,2026,Medium,High Value,Medium,12953.84,60,Fair,0.1
CHURN-033757,CUST-012738,Small Business,Australia,Canberra,Yes,1,2026-02-25 00:00:00,114,Shipping Issues,Involuntary,49,0.49,None,21,40391.36,2885.1,14,4,Satisfied,9,9,7,42281.82,Low,Discount Offer,11,Social Media,9,64.6,13,10,8,6,Low,13,No,No,81.4,124.34,2026,Medium,High Value,Medium,16156.544000000002,100,Excellent,0.1
CHURN-033758,CUST-017421,Consumer,Germany,Stuttgart,Yes,1,2026-04-01 00:00:00,113,Poor Customer Service,Involuntary,69,0.69,None,31,41398.61,41398.61,1,1,Very Dissatisfied,18,0,261,36054.32,High,None,17,Store Visit,6,65.6,37,30,11,8,None,12,No,Yes,74.11,61.33,2026,Medium,High Value,High,16559.444,50,Fair,0.1
CHURN-033759,CUST-015517,Small Business,Saudi Arabia,Khobar,No,0,Not Applicable,0,Not Applicable,Not Applicable,40,0.4,Basic,31,26046.12,635.27,41,2,Dissatisfied,12,3,28,27030.47,High,None,15,Phone,10,57.2,32,20,31,3,High,12,No,No,25.15,218.0,2026,Low,High Value,Low,0.0,100,Excellent,0.6
CHURN-033760,CUST-021640,Premium,Canada,Halifax,No,0,Not Applicable,0,Not Applicable,Not Applicable,30,0.3,Basic,16,37041.14,1481.65,25,5,Very Satisfied,13,4,4,34155.84,High,None,16,Self-Service,7,57.9,23,6,0,0,Low,16,No,No,26.16,274.62,2026,Low,High Value,Low,0.0,100,Excellent,0.7
CHURN-033761,CUST-021250,Consumer,United Arab Emirates,Ajman,Yes,1,2026-12-20 00:00:00,76,Shipping Issues,Involuntary,65,0.65,Premium,56,31018.02,939.94,33,1,Very Dissatisfied,19,9,275,30663.02,High,Customer Service Call,0,Self-Service,3,57.9,13,11,10,0,Low,2,No,No,26.61,124.94,2026,Medium,High Value,High,12407.208,80,Good,0.1
CHURN-033762,CUST-045530,Small Business,Italy,Milan,No,0,Not Applicable,0,Not Applicable,Not Applicable,52,0.52,None,52,20377.39,657.34,31,4,Satisfied,14,3,80,26088.05,Medium,None,0,Chat,6,48.3,46,36,28,8,None,14,No,No,22.07,67.56,2026,Medium,High Value,Medium,0.0,95,Excellent,0.48
CHURN-033763,CUST-020925,Consumer,Italy,Naples,Yes,1,2026-09-14 00:00:00,7,Poor Customer Service,Involuntary,70,0.7,Basic,43,48495.42,9699.08,5,4,Satisfied,13,6,12,55843.8,Low,Free Trial,13,Phone,7,95.8,22,13,16,1,None,6,No,Yes,85.1,361.39,2026,Medium,High Value,High,19398.168,100,Excellent,0.1
CHURN-033764,CUST-007770,Consumer,Brazil,Sao Paulo,No,0,Not Applicable,0,Not Applicable,Not Applicable,17,0.17,Basic,44,4632.13,272.48,17,5,Very Satisfied,14,9,2,5521.75,Medium,None,7,Phone,10,0.6,47,5,14,0,Low,12,No,No,103.05,369.82,2026,Low,Low Value,Very Low,0.0,100,Excellent,0.83
CHURN-033765,CUST-031867,Enterprise,France,Marseille,No,0,Not Applicable,0,Not Applicable,Not Applicable,11,0.11,Premium,31,7200.82,1800.2,4,3,Neutral,8,4,68,6340.7,Medium,Loyalty Points,3,Store Visit,9,46.8,2,0,1,1,Low,1,No,No,109.52,462.04,2026,Low,Medium Value,Very Low,0.0,100,Excellent,0.89
CHURN-033766,CUST-038259,Small Business,Saudi Arabia,Tabuk,Yes,1,2026-04-24 00:00:00,145,Poor Product Quality,Involuntary,61,0.61,Basic,17,42608.19,968.37,44,1,Very Dissatisfied,14,9,12,46129.5,Medium,None,12,Social Media,3,53.6,27,5,24,0,Medium,11,No,No,148.89,36.4,2026,Medium,High Value,High,17043.276,85,Excellent,0.1
CHURN-033767,CUST-026935,Consumer,Germany,Berlin,No,0,Not Applicable,0,Not Applicable,Not Applicable,5,0.05,Basic,35,44999.18,7499.86,6,4,Satisfied,12,1,19,52707.53,Medium,None,13,Chat,10,9.9,16,9,13,9,Low,4,No,No,173.61,171.48,2026,Low,High Value,Very Low,0.0,100,Excellent,0.95
CHURN-033768,CUST-003833,Consumer,India,Chennai,No,0,Not Applicable,0,Not Applicable,Not Applicable,51,0.51,None,19,31513.41,1212.05,26,3,Neutral,12,5,65,31415.34,High,None,6,Phone,6,23.6,17,8,16,3,Low,11,No,No,188.08,42.49,2026,Medium,High Value,Medium,0.0,90,Excellent,0.49
CHURN-033769,CUST-032289,Consumer,India,Pune,Yes,1,2026-06-21 00:00:00,15,Poor Product Quality,Involuntary,39,0.39,None,15,45032.98,1667.89,27,4,Satisfied,8,6,65,45648.38,High,None,3,Self-Service,5,43.3,8,8,4,4,Low,2,No,No,193.17,32.77,2026,Medium,High Value,Low,18013.192000000006,100,Excellent,0.1
CHURN-033770,CUST-022145,Consumer,Japan,Kobe,Yes,1,2026-03-01 00:00:00,114,Shipping Issues,Involuntary,22,0.22,None,2,3051.07,72.64,42,4,Satisfied,5,7,36,2454.03,High,None,7,Store Visit,7,85.7,10,8,5,5,None,5,No,No,196.76,428.07,2026,Medium,Low Value,Low,1220.428,100,Excellent,0.1
CHURN-033771,CUST-009686,Premium,Germany,Frankfurt,Yes,1,2026-12-22 00:00:00,108,Better Price Elsewhere,Competitive,91,0.91,Basic,9,24885.13,592.5,42,1,Very Dissatisfied,13,3,55,26783.05,Low,None,14,Chat,9,96.2,24,1,5,1,Low,0,Yes,Yes,119.59,155.65,2026,High,High Value,Very High,9954.052,65,Good,0.1
CHURN-033772,CUST-040403,Small Business,Mexico,Guadalajara,Yes,1,2026-04-21 00:00:00,120,Better Price Elsewhere,Competitive,39,0.39,Basic,4,49594.32,9918.86,5,2,Dissatisfied,10,8,145,41538.03,High,Discount Offer,10,Email,7,18.5,31,11,15,4,High,2,No,No,37.41,442.34,2026,Medium,High Value,Low,19837.728000000006,100,Excellent,0.1
CHURN-033773,CUST-036961,Consumer,Pakistan,Rawalpindi,Yes,1,2026-04-18 00:00:00,40,Found Alternative,Competitive,51,0.51,None,28,42174.19,3012.44,14,4,Satisfied,4,3,288,46055.01,Low,Loyalty Points,0,Store Visit,1,53.7,36,21,27,2,Medium,0,No,No,72.46,113.95,2026,Medium,High Value,Medium,16869.676000000003,85,Excellent,0.1
CHURN-033774,CUST-001747,Small Business,Germany,Frankfurt,No,0,Not Applicable,0,Not Applicable,Not Applicable,22,0.22,None,34,21063.2,2632.9,8,3,Neutral,4,7,77,18823.58,Medium,None,2,Self-Service,6,6.7,32,4,2,2,Low,13,No,No,194.63,100.17,2026,Low,High Value,Low,0.0,75,Good,0.78
CHURN-033775,CUST-027481,Consumer,France,Lyon,Yes,1,2026-04-21 00:00:00,132,Poor Customer Service,Involuntary,70,0.7,None,11,24291.76,714.46,34,1,Very Dissatisfied,12,1,44,27250.37,High,None,9,Chat,10,30.3,17,17,3,1,Low,13,No,Yes,85.68,344.12,2026,Medium,High Value,High,9716.704,60,Fair,0.1
CHURN-033776,CUST-045644,Consumer,Italy,Genoa,No,0,Not Applicable,0,Not Applicable,Not Applicable,23,0.23,None,19,11176.27,2794.07,4,3,Neutral,5,0,18,11706.78,Medium,None,9,Store Visit,5,14.8,8,3,1,0,None,1,No,No,125.61,213.76,2026,Low,High Value,Low,0.0,95,Excellent,0.77
CHURN-033777,CUST-029809,Enterprise,Australia,Brisbane,No,0,Not Applicable,0,Not Applicable,Not Applicable,41,0.41,Enterprise,54,11073.82,369.13,30,5,Very Satisfied,10,7,52,10731.39,Low,None,10,Phone,10,87.8,39,7,27,0,Low,0,No,No,111.88,152.89,2026,Low,High Value,Medium,0.0,100,Excellent,0.59
CHURN-033778,CUST-003443,Consumer,United Kingdom,Edinburgh,Yes,1,2026-07-29 00:00:00,43,Poor Customer Service,Involuntary,97,0.97,Basic,23,48249.93,2297.62,21,1,Very Dissatisfied,18,7,7,40216.51,Low,None,14,Phone,8,49.8,13,4,5,4,Low,7,Yes,Yes,168.4,387.57,2026,High,High Value,Very High,19299.971999999998,75,Good,0.1
CHURN-033779,CUST-044767,Consumer,Canada,Montreal,No,0,Not Applicable,0,Not Applicable,Not Applicable,6,0.06,Basic,41,2496.88,2496.88,1,4,Satisfied,12,2,11,2026.36,High,Discount Offer,6,Phone,3,7.2,34,15,22,3,Low,13,No,No,55.73,15.6,2026,Low,Low Value,Very Low,0.0,100,Excellent,0.94
CHURN-033780,CUST-021986,Consumer,India,Delhi,No,0,Not Applicable,0,Not Applicable,Not Applicable,13,0.13,None,23,3559.69,3559.69,1,3,Neutral,9,4,63,4522.4,Medium,None,3,Social Media,9,39.9,27,22,14,3,None,4,No,No,132.01,446.62,2026,Low,Low Value,Very Low,0.0,75,Good,0.87
CHURN-033781,CUST-018222,Consumer,Canada,Hamilton,Yes,1,2026-01-22 00:00:00,22,Better Price Elsewhere,Competitive,56,0.56,None,3,42825.75,21412.88,2,2,Dissatisfied,9,8,138,55332.82,Medium,None,11,Self-Service,3,95.2,40,13,5,1,Low,1,No,No,96.45,137.18,2026,Medium,High Value,Medium,17130.3,55,Fair,0.1
CHURN-033782,CUST-038693,Small Business,Spain,Madrid,No,0,Not Applicable,0,Not Applicable,Not Applicable,6,0.06,Basic,20,29350.77,946.8,31,5,Very Satisfied,1,3,85,34331.29,Medium,None,2,Email,9,66.1,12,10,0,0,None,11,No,No,68.78,249.89,2026,Low,High Value,Very Low,0.0,100,Excellent,0.94
CHURN-033783,CUST-011550,Consumer,India,Bangalore,Yes,1,2026-12-30 00:00:00,3,Too Expensive,Competitive,54,0.54,None,13,39622.48,943.39,42,3,Neutral,7,3,2,45042.79,Low,None,3,Self-Service,2,94.0,33,2,3,1,None,6,No,No,52.65,274.12,2026,Medium,High Value,Medium,15848.992000000002,85,Excellent,0.1
CHURN-033784,CUST-014730,Premium,Spain,Palma,Yes,1,2026-02-16 00:00:00,155,Too Expensive,Competitive,68,0.68,Basic,6,345.47,8.86,39,3,Neutral,18,9,79,326.09,Low,Special Promotion,1,Email,4,56.5,5,4,3,0,None,10,No,Yes,168.8,251.31,2026,Medium,Very Low Value,High,138.18800000000002,95,Excellent,0.1
CHURN-033785,CUST-040600,Consumer,Italy,Naples,Yes,1,2026-04-03 00:00:00,4,Poor Product Quality,Involuntary,84,0.84,None,55,1874.81,117.18,16,1,Very Dissatisfied,1,0,25,1792.79,Low,None,0,Self-Service,6,37.5,26,13,4,2,Low,9,Yes,Yes,89.61,392.8,2026,High,Low Value,Very High,749.924,45,Fair,0.1
CHURN-033786,CUST-029875,Premium,Netherlands,Amsterdam,Yes,1,2026-07-09 00:00:00,157,Too Expensive,Competitive,19,0.19,Basic,16,34225.9,2281.73,15,4,Satisfied,3,2,77,41345.13,High,None,7,Email,1,79.0,37,35,4,2,None,1,No,No,99.31,391.18,2026,Medium,High Value,Very Low,13690.36,100,Excellent,0.1
CHURN-033787,CUST-028312,Premium,Netherlands,Tilburg,Yes,1,2026-11-10 00:00:00,156,Better Price Elsewhere,Competitive,51,0.51,Premium,57,47733.46,1539.79,31,2,Dissatisfied,12,3,30,61950.56,Medium,None,10,Chat,4,67.5,34,17,5,5,None,10,No,No,97.67,58.54,2026,Medium,High Value,Medium,19093.384,95,Excellent,0.1
CHURN-033788,CUST-005297,Consumer,Singapore,Singapore,Yes,1,2026-03-03 00:00:00,143,Found Alternative,Competitive,46,0.46,None,28,38541.81,38541.81,1,4,Satisfied,14,5,63,32902.55,Medium,Free Trial,11,Social Media,7,6.5,2,0,1,0,Medium,6,No,No,123.38,112.9,2026,Medium,High Value,Medium,15416.723999999998,95,Excellent,0.1
CHURN-033789,CUST-042436,Consumer,France,Bordeaux,No,0,Not Applicable,0,Not Applicable,Not Applicable,35,0.35,None,49,41955.76,2622.24,16,4,Satisfied,4,9,99,53854.15,High,None,8,Store Visit,8,16.5,19,16,10,5,Medium,11,No,No,63.94,131.59,2026,Low,High Value,Low,0.0,100,Excellent,0.65
CHURN-033790,CUST-040083,Consumer,Pakistan,Faisalabad,No,0,Not Applicable,0,Not Applicable,Not Applicable,11,0.11,Basic,59,11286.4,230.33,49,3,Neutral,19,4,10,13898.98,Medium,None,0,Social Media,1,66.3,33,21,1,1,None,13,No,No,123.24,62.14,2026,Low,High Value,Very Low,0.0,100,Excellent,0.89
CHURN-033791,CUST-038394,Small Business,Italy,Rome,No,0,Not Applicable,0,Not Applicable,Not Applicable,23,0.23,Premium,34,23333.08,1372.53,17,3,Neutral,12,3,327,27755.55,Medium,None,5,Chat,3,71.8,15,10,0,0,None,4,No,No,72.98,6.61,2026,Low,High Value,Low,0.0,100,Excellent,0.77
CHURN-033792,CUST-037673,Consumer,Japan,Kyoto,No,0,Not Applicable,0,Not Applicable,Not Applicable,20,0.2,Basic,34,24816.49,577.13,43,5,Very Satisfied,8,4,127,26092.31,Medium,None,5,Social Media,1,35.6,31,24,11,3,Medium,16,No,No,95.26,117.22,2026,Low,High Value,Very Low,0.0,100,Excellent,0.8
CHURN-033793,CUST-049251,Enterprise,India,Ahmedabad,Yes,1,2026-06-13 00:00:00,146,No Longer Need Service,Voluntary,55,0.55,Enterprise,15,30998.42,968.7,32,3,Neutral,14,0,300,24873.68,Low,None,4,Store Visit,6,54.3,43,39,3,0,None,15,No,No,168.64,317.54,2026,Medium,High Value,Medium,12399.368,95,Excellent,0.1
CHURN-033794,CUST-041469,Consumer,Saudi Arabia,Khobar,No,0,Not Applicable,0,Not Applicable,Not Applicable,35,0.35,None,21,36606.27,2287.89,16,5,Very Satisfied,17,5,86,37876.06,Medium,Discount Offer,6,Phone,10,23.6,46,39,17,8,Low,0,No,No,68.93,323.44,2026,Low,High Value,Low,0.0,100,Excellent,0.65
CHURN-033795,CUST-040008,Consumer,United Kingdom,Glasgow,No,0,Not Applicable,0,Not Applicable,Not Applicable,0,0.0,Basic,19,29413.07,29413.07,1,4,Satisfied,8,8,54,27654.67,High,None,6,Chat,8,69.6,49,15,18,4,Medium,11,No,No,184.89,491.16,2026,Low,High Value,Very Low,0.0,100,Excellent,1.0
CHURN-033796,CUST-030516,Premium,Japan,Saitama,No,0,Not Applicable,0,Not Applicable,Not Applicable,50,0.5,Premium,52,48289.95,1509.06,32,1,Very Dissatisfied,11,0,51,52688.0,High,Feedback Request,14,Chat,5,8.2,6,4,2,1,None,13,No,No,191.02,353.34,2026,Low,High Value,Medium,0.0,90,Excellent,0.5
CHURN-033797,CUST-039661,Enterprise,Netherlands,Almere,Yes,1,2026-08-02 00:00:00,136,Found Alternative,Competitive,90,0.9,Enterprise,9,10969.09,498.6,22,2,Dissatisfied,19,5,1,12457.15,Low,Loyalty Points,16,Chat,2,95.2,1,0,0,0,Low,7,Yes,Yes,13.0,98.02,2026,High,High Value,Very High,4387.6359999999995,95,Excellent,0.1
CHURN-033798,CUST-036611,Small Business,India,Hyderabad,No,0,Not Applicable,0,Not Applicable,Not Applicable,38,0.38,Basic,33,11517.28,1279.7,9,3,Neutral,4,4,75,10049.06,Low,None,8,Social Media,3,82.8,9,8,0,0,Medium,5,No,No,61.83,290.58,2026,Low,High Value,Low,0.0,95,Excellent,0.62
CHURN-033799,CUST-011352,Consumer,Canada,Toronto,No,0,Not Applicable,0,Not Applicable,Not Applicable,16,0.16,Basic,5,34833.16,1658.72,21,5,Very Satisfied,2,0,122,36060.58,High,None,3,Store Visit,5,18.6,29,10,2,2,Low,16,No,No,46.77,414.18,2026,Low,High Value,Very Low,0.0,100,Excellent,0.84
CHURN-033800,CUST-009540,Consumer,Canada,Montreal,No,0,Not Applicable,0,Not Applicable,Not Applicable,61,0.61,None,36,13688.97,855.56,16,1,Very Dissatisfied,4,6,1,17685.62,Medium,Discount Offer,3,Self-Service,9,68.8,25,16,7,5,Low,4,No,No,146.91,481.48,2026,Medium,High Value,High,0.0,55,Fair,0.39
CHURN-033801,CUST-003978,Consumer,United Kingdom,Glasgow,Yes,1,2026-07-19 00:00:00,16,Payment Problems,Involuntary,34,0.34,Basic,15,26375.21,753.58,35,2,Dissatisfied,1,2,87,24444.31,High,None,4,Social Media,9,99.1,35,15,32,5,None,10,No,No,181.03,51.63,2026,Medium,High Value,Low,10550.083999999999,100,Excellent,0.1
CHURN-033802,CUST-001696,Enterprise,Brazil,Sao Paulo,No,0,Not Applicable,0,Not Applicable,Not Applicable,23,0.23,Enterprise,27,3959.85,136.55,29,5,Very Satisfied,12,4,70,5002.78,High,None,5,Phone,2,54.3,41,17,40,7,Medium,12,No,No,162.44,434.73,2026,Low,Low Value,Low,0.0,100,Excellent,0.77
CHURN-033803,CUST-008754,Premium,Germany,Hamburg,No,0,Not Applicable,0,Not Applicable,Not Applicable,26,0.26,Basic,29,35425.55,1012.16,35,2,Dissatisfied,3,8,5,28994.19,High,Feedback Request,2,Phone,1,94.2,32,14,16,5,Low,14,No,No,148.43,482.41,2026,Low,High Value,Low,0.0,100,Excellent,0.74
CHURN-033804,CUST-014815,Consumer,Saudi Arabia,Mecca,Yes,1,2026-08-21 00:00:00,90,Better Price Elsewhere,Competitive,48,0.48,None,3,34132.49,17066.24,2,5,Very Satisfied,16,9,240,41526.05,Medium,None,11,Self-Service,2,30.6,32,24,3,0,Medium,19,No,No,183.17,471.35,2026,Medium,High Value,Medium,13652.996000000001,100,Excellent,0.1
CHURN-033805,CUST-041684,Enterprise,India,Jaipur,Yes,1,2026-04-06 00:00:00,99,Too Expensive,Competitive,42,0.42,Enterprise,49,4288.67,285.91,15,1,Very Dissatisfied,7,9,153,3619.22,High,None,8,Phone,7,67.3,5,4,3,0,Medium,18,No,No,69.82,221.21,2026,Medium,Low Value,Medium,1715.4679999999998,80,Good,0.1
CHURN-033806,CUST-022110,Premium,Spain,Bilbao,Yes,1,2026-08-02 00:00:00,95,Poor Product Quality,Involuntary,38,0.38,Basic,17,36255.38,0.0,0,4,Satisfied,6,3,71,41724.87,Low,None,7,Self-Service,10,87.3,0,0,0,0,None,18,No,No,60.46,66.56,2026,Medium,High Value,Low,14502.152,100,Excellent,0.1
CHURN-033807,CUST-047750,Premium,Saudi Arabia,Dhahran,Yes,1,2026-02-09 00:00:00,105,Found Alternative,Competitive,39,0.39,Premium,54,31482.86,1085.62,29,4,Satisfied,6,9,10,33827.53,Low,None,3,Social Media,6,91.1,0,0,0,0,Medium,10,No,No,93.31,366.22,2026,Medium,High Value,Low,12593.143999999998,100,Excellent,0.1
CHURN-033808,CUST-001235,Consumer,Spain,Zaragoza,Yes,1,2026-03-22 00:00:00,177,Payment Problems,Involuntary,49,0.49,None,58,36760.16,875.24,42,4,Satisfied,12,6,154,37762.69,High,None,5,Store Visit,5,38.8,42,17,42,5,High,17,No,No,142.23,42.36,2026,Medium,High Value,Medium,14704.064000000002,100,Excellent,0.1
CHURN-033809,CUST-004904,Enterprise,Canada,Ottawa,No,0,Not Applicable,0,Not Applicable,Not Applicable,17,0.17,Premium,24,47740.81,994.6,48,5,Very Satisfied,6,3,88,44823.88,Medium,None,3,Self-Service,2,28.3,31,10,18,8,Low,8,No,No,143.14,245.15,2026,Low,High Value,Very Low,0.0,100,Excellent,0.83
