customer_id,churn_flag,customer_segment,customer_age_months,satisfaction_score,engagement_level,support_tickets,support_interactions,returns_count,days_since_last_purchase,purchase_recency_group,customer_lifetime_value_usd,total_spend_usd,avg_order_value_usd,num_purchases,churn_reason,churn_revenue_impact_usd,customer_country
CUST-020385,1,Enterprise,17,1,High,13,11,8,67,61-90 days,3251.06,2575.87,122.66,21,Poor Product Quality,1030.348,Mexico
CUST-046514,0,Small Business,58,3,Low,4,8,9,102,91-180 days,10951.17,8683.94,789.45,11,Not Applicable,0.0,France
CUST-045784,0,Consumer,42,1,Low,1,0,2,88,61-90 days,40634.02,36629.74,872.14,42,Not Applicable,0.0,Saudi Arabia
CUST-030117,0,Enterprise,24,4,Low,12,9,8,34,31-60 days,15643.9,14276.33,594.85,24,Not Applicable,0.0,United States
CUST-010029,0,Small Business,7,1,High,4,5,3,35,31-60 days,48496.86,44803.58,4480.36,10,Not Applicable,0.0,United States
CUST-020482,0,Consumer,1,4,Medium,6,8,6,156,91-180 days,51888.15,40878.12,1946.58,21,Not Applicable,0.0,Netherlands
CUST-048801,0,Small Business,34,5,Medium,18,22,6,31,31-60 days,39698.17,36706.05,9176.51,4,Not Applicable,0.0,Mexico
CUST-039400,0,Premium,45,5,Medium,4,0,3,85,61-90 days,43492.39,38209.95,1661.3,23,Not Applicable,0.0,Netherlands
CUST-026228,0,Consumer,21,2,Medium,17,8,0,45,31-60 days,43101.38,42051.91,876.08,48,Not Applicable,0.0,France
CUST-012912,0,Enterprise,25,3,Low,8,7,0,162,91-180 days,39734.85,40173.98,1673.92,24,Not Applicable,0.0,Mexico
CUST-035631,0,Premium,24,5,Medium,16,14,4,65,61-90 days,23956.06,29299.03,2092.79,14,Not Applicable,0.0,Australia
CUST-034907,1,Small Business,22,1,Low,12,8,5,201,181-270 days,54310.06,47660.54,2269.55,21,No Longer Need Service,19064.216,United Arab Emirates
CUST-011501,0,Consumer,27,5,Medium,12,13,0,353,271-365 days,815.02,757.74,19.43,39,Not Applicable,0.0,Saudi Arabia
CUST-002038,1,Small Business,42,2,High,12,14,7,10,0-30 days,36392.17,40582.28,1690.93,24,Too Expensive,16232.912,Pakistan
CUST-007912,0,Premium,26,4,High,5,5,4,24,0-30 days,19634.71,15635.73,744.56,21,Not Applicable,0.0,Italy
CUST-046529,0,Consumer,14,2,Medium,13,2,3,22,0-30 days,21656.71,20029.2,953.77,21,Not Applicable,0.0,Brazil
CUST-030344,1,Small Business,55,5,Medium,15,7,3,213,181-270 days,27016.95,23684.18,2368.42,10,Better Price Elsewhere,9473.672,Germany
CUST-026045,1,Consumer,8,3,High,15,10,9,210,181-270 days,29580.62,32712.48,5452.08,6,Found Alternative,13084.992,Singapore
CUST-040960,0,Small Business,27,1,Low,9,2,5,77,61-90 days,32226.27,38814.9,2283.23,17,Not Applicable,0.0,Australia
CUST-046517,1,Premium,19,5,Low,15,15,5,19,0-30 days,445.08,356.24,35.62,10,Payment Problems,142.496,Canada
CUST-043897,1,Small Business,8,2,High,18,18,9,145,91-180 days,32567.91,36013.56,857.47,42,Account Issues,14405.423999999999,United States
CUST-007842,1,Small Business,4,1,Low,18,8,1,11,0-30 days,21000.41,22222.16,716.84,31,No Longer Need Service,8888.864,United Arab Emirates
CUST-014254,1,Consumer,25,1,Low,8,3,4,45,31-60 days,20414.91,24860.87,621.52,40,Shipping Issues,9944.348,Netherlands
CUST-037042,0,Small Business,47,3,Low,4,7,2,55,31-60 days,24852.02,29415.07,1400.72,21,Not Applicable,0.0,United States
CUST-020052,0,Consumer,17,3,Low,1,5,8,40,31-60 days,18027.3,15676.42,7838.21,2,Not Applicable,0.0,Singapore
CUST-011136,1,Consumer,29,4,High,14,6,5,15,0-30 days,54875.25,42595.54,1038.92,41,Poor Product Quality,17038.216,France
CUST-038538,0,Small Business,27,4,Low,6,7,9,31,31-60 days,1166.33,1439.12,31.29,46,Not Applicable,0.0,Australia
CUST-048792,0,Consumer,55,3,High,1,0,8,1,0-30 days,9928.95,11902.56,410.43,29,Not Applicable,0.0,Canada
CUST-019922,0,Consumer,22,3,Medium,8,7,1,282,271-365 days,6566.2,7432.5,743.25,10,Not Applicable,0.0,France
CUST-033348,1,Premium,25,5,High,14,13,4,116,91-180 days,31606.81,31003.5,6200.7,5,Poor Product Quality,12401.4,Canada
CUST-032462,0,Consumer,55,3,Medium,11,5,2,75,61-90 days,27133.34,29584.37,629.45,47,Not Applicable,0.0,United Arab Emirates
CUST-005311,0,Consumer,27,3,Medium,19,10,5,267,181-270 days,25519.39,21186.88,1412.46,15,Not Applicable,0.0,United States
CUST-048508,0,Consumer,53,5,Low,2,1,8,64,61-90 days,49789.94,44720.96,8944.19,5,Not Applicable,0.0,Saudi Arabia
CUST-002528,0,Consumer,7,5,Medium,18,12,8,251,181-270 days,35880.09,43506.95,0.0,0,Not Applicable,0.0,France
CUST-040302,1,Premium,25,2,Medium,0,3,5,80,61-90 days,26777.01,23219.95,11609.98,2,Poor Customer Service,9287.98,United Kingdom
CUST-038710,0,Small Business,46,5,Medium,11,4,4,7,0-30 days,22458.9,22482.59,749.42,30,Not Applicable,0.0,Mexico
CUST-036198,0,Consumer,30,4,High,2,0,3,55,31-60 days,16282.11,17257.1,4314.27,4,Not Applicable,0.0,Japan
CUST-007770,0,Consumer,44,5,Medium,14,6,9,2,0-30 days,5521.75,4632.13,272.48,17,Not Applicable,0.0,Brazil
CUST-026347,0,Enterprise,11,4,High,17,3,7,33,31-60 days,43610.39,37600.91,964.13,39,Not Applicable,0.0,Germany
CUST-029961,1,Premium,19,1,Low,19,5,2,126,91-180 days,24012.81,21197.82,683.8,31,Too Expensive,8479.128,United Kingdom
CUST-000148,0,Consumer,43,3,High,4,3,6,49,31-60 days,34404.45,34131.29,793.75,43,Not Applicable,0.0,Japan
CUST-015325,0,Consumer,49,3,High,8,4,3,58,31-60 days,33025.78,37398.52,6233.09,6,Not Applicable,0.0,Canada
CUST-043605,0,Small Business,32,2,Medium,17,18,3,226,181-270 days,42993.72,36958.09,4619.76,8,Not Applicable,0.0,Pakistan
CUST-025394,1,Consumer,14,2,High,14,15,2,109,91-180 days,28125.7,24164.58,833.26,29,Found Alternative,9665.832,United States
CUST-021303,0,Premium,4,1,Medium,1,0,5,56,31-60 days,17039.1,13596.12,399.89,34,Not Applicable,0.0,Canada
CUST-004280,0,Consumer,30,2,Medium,1,4,6,1,0-30 days,52116.72,40452.2,2247.34,18,Not Applicable,0.0,Canada
CUST-014189,0,Premium,23,3,Low,0,2,3,113,91-180 days,11546.66,13163.67,376.1,35,Not Applicable,0.0,Italy
CUST-021529,1,Consumer,26,2,Low,3,3,0,144,91-180 days,46186.92,44279.99,2767.5,16,Account Issues,17711.996,Pakistan
CUST-026032,1,Small Business,15,3,Low,4,5,8,68,61-90 days,11942.65,11882.38,495.1,24,Account Issues,4752.952,Italy
CUST-015598,1,Small Business,27,5,High,4,0,7,191,181-270 days,23919.42,23517.78,522.62,45,Poor Customer Service,9407.112,Saudi Arabia
CUST-025519,0,Consumer,42,3,High,0,3,4,221,181-270 days,16221.38,12630.19,341.36,37,Not Applicable,0.0,United Kingdom
CUST-038339,0,Consumer,40,4,High,17,6,4,76,61-90 days,20872.31,24134.67,1856.51,13,Not Applicable,0.0,India
CUST-011492,0,Consumer,41,5,High,16,6,7,69,61-90 days,12256.06,10586.18,365.04,29,Not Applicable,0.0,Netherlands
CUST-032945,1,Premium,35,2,High,2,0,5,298,271-365 days,12174.57,11721.97,781.46,15,Poor Customer Service,4688.788,Italy
CUST-008520,0,Consumer,9,5,Low,16,9,5,55,31-60 days,4349.63,4736.39,118.41,40,Not Applicable,0.0,Saudi Arabia
CUST-042930,0,Small Business,20,5,Low,9,3,3,90,61-90 days,19702.36,18125.69,442.09,41,Not Applicable,0.0,India
CUST-017710,1,Consumer,58,4,High,3,4,3,215,181-270 days,12340.59,12237.81,489.51,25,Poor Product Quality,4895.124,Germany
CUST-011765,0,Enterprise,28,3,High,16,0,8,77,61-90 days,27366.77,21492.64,671.64,32,Not Applicable,0.0,United Arab Emirates
CUST-037777,0,Enterprise,7,5,Medium,8,6,3,46,31-60 days,39139.58,31902.68,1329.28,24,Not Applicable,0.0,Saudi Arabia
CUST-043731,0,Small Business,35,2,Medium,9,2,4,164,91-180 days,41015.41,47197.59,1966.57,24,Not Applicable,0.0,Singapore
CUST-021849,1,Premium,33,2,High,17,5,8,327,271-365 days,39261.31,46294.37,1028.76,45,Found Alternative,18517.748000000003,Japan
CUST-045726,0,Consumer,45,1,Medium,2,1,0,188,181-270 days,6768.66,5973.74,543.07,11,Not Applicable,0.0,Spain
CUST-007524,0,Consumer,11,4,Medium,1,0,1,62,61-90 days,9257.72,7694.61,170.99,45,Not Applicable,0.0,United States
CUST-003786,0,Premium,27,2,Medium,10,4,9,36,31-60 days,26342.71,32919.89,4114.99,8,Not Applicable,0.0,United Kingdom
CUST-022352,0,Enterprise,14,4,Low,15,6,8,46,31-60 days,41060.2,46689.72,1167.24,40,Not Applicable,0.0,Pakistan
CUST-016465,0,Small Business,21,5,Low,12,9,7,38,31-60 days,10747.89,10631.39,559.55,19,Not Applicable,0.0,France
CUST-031912,1,Consumer,40,3,Low,19,14,0,152,91-180 days,46327.2,48964.51,1579.5,31,Poor Product Quality,19585.804,Singapore
CUST-048121,0,Consumer,30,2,Medium,2,4,7,162,91-180 days,27611.61,29792.47,993.08,30,Not Applicable,0.0,Canada
CUST-010622,0,Premium,11,2,High,4,0,5,3,0-30 days,38882.21,39853.46,866.38,46,Not Applicable,0.0,Brazil
CUST-030309,0,Consumer,5,1,High,19,10,6,13,0-30 days,30206.44,24965.76,0.0,0,Not Applicable,0.0,Brazil
CUST-043550,0,Consumer,46,4,High,7,3,1,114,91-180 days,5459.04,5413.35,451.11,12,Not Applicable,0.0,Germany
CUST-000588,1,Consumer,24,4,Low,2,5,8,83,61-90 days,8278.36,8206.31,264.72,31,Payment Problems,3282.524000000001,United States
CUST-046501,0,Consumer,40,1,Medium,2,6,7,294,271-365 days,46340.53,43589.46,1320.89,33,Not Applicable,0.0,Spain
CUST-042076,1,Premium,43,4,Low,12,11,9,82,61-90 days,19044.85,21845.54,4369.11,5,Unhappy with Return Policy,8738.216,Germany
CUST-016570,1,Premium,6,1,Medium,0,4,2,3,0-30 days,26521.53,30332.71,1685.15,18,Poor Customer Service,12133.084,Japan
CUST-046878,1,Consumer,43,3,Low,11,7,2,120,91-180 days,59129.4,47582.19,1486.94,32,Found Alternative,19032.876,United States
CUST-001715,0,Consumer,57,5,Medium,11,6,9,132,91-180 days,7239.08,8939.08,525.83,17,Not Applicable,0.0,Canada
CUST-030806,1,Small Business,9,2,High,11,5,1,30,0-30 days,24793.47,27984.0,799.54,35,Better Price Elsewhere,11193.6,Canada
CUST-049247,1,Consumer,3,2,Medium,7,3,1,89,61-90 days,43217.07,49612.18,1417.49,35,Better Price Elsewhere,19844.872000000007,Canada
CUST-048418,0,Enterprise,54,5,Medium,6,8,4,60,31-60 days,27951.29,33949.24,707.28,48,Not Applicable,0.0,Canada
CUST-022455,0,Premium,48,4,Medium,18,2,2,140,91-180 days,6125.81,5659.83,138.04,41,Not Applicable,0.0,Saudi Arabia
CUST-017518,1,Premium,7,3,Medium,9,12,8,62,61-90 days,21318.71,18694.33,1699.48,11,Poor Product Quality,7477.732000000001,Australia
CUST-000652,0,Enterprise,11,4,Medium,2,3,0,59,31-60 days,42911.4,40830.77,833.28,49,Not Applicable,0.0,United States
CUST-024147,1,Small Business,25,2,Low,2,2,9,85,61-90 days,8833.67,7151.49,216.71,33,Poor Customer Service,2860.5959999999995,Italy
CUST-028267,0,Consumer,50,4,Medium,11,0,2,310,271-365 days,36068.03,29038.68,604.97,48,Not Applicable,0.0,Australia
CUST-003200,1,Premium,57,1,Low,16,20,9,75,61-90 days,39207.7,37014.47,4112.72,9,Found Alternative,14805.788,Singapore
CUST-031248,0,Consumer,9,5,Low,11,14,9,43,31-60 days,27659.34,21443.82,10721.91,2,Not Applicable,0.0,Mexico
CUST-004124,0,Consumer,4,4,High,5,5,8,26,0-30 days,49439.2,45147.02,1049.93,43,Not Applicable,0.0,Canada
CUST-041318,0,Premium,39,3,High,15,10,2,104,91-180 days,8414.25,6786.8,1696.7,4,Not Applicable,0.0,Singapore
CUST-011371,0,Consumer,26,3,Medium,0,2,8,66,61-90 days,6489.86,5120.7,119.09,43,Not Applicable,0.0,Saudi Arabia
CUST-037098,1,Premium,19,1,Medium,15,1,7,206,181-270 days,53242.23,44992.03,8998.41,5,Poor Product Quality,17996.811999999998,India
CUST-042822,0,Enterprise,28,1,High,10,6,9,43,31-60 days,8552.73,9616.06,204.6,47,Not Applicable,0.0,Canada
CUST-021425,1,Consumer,47,5,Low,5,5,3,87,61-90 days,41872.08,43998.45,1128.17,39,Too Expensive,17599.38,Canada
CUST-023938,1,Premium,53,3,Low,19,15,4,20,0-30 days,23068.05,27968.02,755.89,37,Account Issues,11187.208,Germany
CUST-018807,0,Consumer,8,4,High,14,16,5,62,61-90 days,4457.02,5125.36,320.33,16,Not Applicable,0.0,India
CUST-025621,0,Consumer,31,4,Low,0,1,2,281,271-365 days,40427.06,33119.11,2547.62,13,Not Applicable,0.0,India
CUST-036106,1,Small Business,50,4,Medium,15,16,3,80,61-90 days,39525.06,38059.41,1057.21,36,Payment Problems,15223.764000000005,Italy
CUST-007225,0,Small Business,27,3,High,18,1,5,161,91-180 days,28334.65,30574.77,955.46,32,Not Applicable,0.0,Singapore
CUST-009386,0,Consumer,18,1,Medium,2,0,2,61,61-90 days,39493.52,38888.43,2430.53,16,Not Applicable,0.0,United States
CUST-049729,0,Consumer,58,5,Low,1,0,1,1,0-30 days,29699.97,26702.36,593.39,45,Not Applicable,0.0,Canada
CUST-001670,1,Premium,1,1,Medium,13,5,8,119,91-180 days,7009.52,7787.61,251.21,31,Unhappy with Return Policy,3115.044000000001,Italy
CUST-048737,1,Consumer,32,2,Low,3,7,8,78,61-90 days,36275.69,40012.29,930.52,43,Poor Customer Service,16004.916000000001,Brazil
CUST-020329,1,Premium,29,2,Low,18,20,7,285,271-365 days,37129.17,31145.85,677.08,46,Account Issues,12458.34,United States
CUST-038336,0,Consumer,52,4,Low,16,12,6,42,31-60 days,9871.28,10241.29,602.43,17,Not Applicable,0.0,Australia
CUST-049143,0,Consumer,12,4,High,9,8,2,4,0-30 days,53221.77,46272.97,1028.29,45,Not Applicable,0.0,Mexico
CUST-042980,0,Small Business,6,1,Medium,6,7,4,76,61-90 days,30223.18,36328.97,2018.28,18,Not Applicable,0.0,United Kingdom
CUST-031131,1,Consumer,7,4,Medium,10,13,0,11,0-30 days,37114.18,29164.03,678.23,43,Poor Customer Service,11665.612,Canada
CUST-008281,0,Consumer,32,5,Medium,17,15,5,276,271-365 days,41628.87,46470.91,1010.24,46,Not Applicable,0.0,United Arab Emirates
CUST-029320,0,Premium,21,3,Medium,8,2,1,84,61-90 days,24769.12,27683.15,1628.42,17,Not Applicable,0.0,Italy
CUST-022219,0,Small Business,58,3,Medium,14,17,7,43,31-60 days,27482.48,21651.35,1273.61,17,Not Applicable,0.0,Singapore
CUST-021182,0,Consumer,14,5,High,9,0,0,82,61-90 days,28649.3,31985.76,1776.99,18,Not Applicable,0.0,Canada
CUST-035043,0,Premium,41,4,Medium,4,2,8,336,271-365 days,5961.0,6528.04,155.43,42,Not Applicable,0.0,Pakistan
CUST-003432,0,Small Business,26,2,High,7,9,9,302,271-365 days,37559.74,40557.11,3119.78,13,Not Applicable,0.0,Australia
CUST-026368,1,Small Business,5,1,Low,18,1,1,11,0-30 days,22438.19,17551.27,797.78,22,Too Expensive,7020.5080000000025,Japan
CUST-043904,1,Consumer,57,1,Medium,0,0,7,54,31-60 days,20018.44,19531.69,751.22,26,No Longer Need Service,7812.675999999998,United Arab Emirates
CUST-024884,0,Premium,23,4,Low,14,1,5,14,0-30 days,24906.0,30002.18,0.0,0,Not Applicable,0.0,Canada
CUST-006698,0,Enterprise,9,3,Medium,16,6,0,71,61-90 days,22329.16,21930.95,456.89,48,Not Applicable,0.0,Germany
CUST-006847,0,Enterprise,46,4,Medium,8,0,6,309,271-365 days,23183.64,20700.82,440.44,47,Not Applicable,0.0,Japan
CUST-022405,0,Consumer,15,3,Medium,10,2,9,280,271-365 days,25774.21,22596.26,706.13,32,Not Applicable,0.0,United Kingdom
CUST-017571,0,Consumer,20,1,Medium,15,3,0,322,271-365 days,28441.0,29088.62,1038.88,28,Not Applicable,0.0,United States
CUST-028698,0,Premium,25,2,High,4,7,2,89,61-90 days,23128.08,19034.85,1586.24,12,Not Applicable,0.0,Mexico
CUST-006214,1,Consumer,33,1,Low,6,3,0,69,61-90 days,44951.69,43568.87,1244.82,35,Payment Problems,17427.548000000006,Mexico
CUST-001616,1,Premium,57,1,High,11,9,1,38,31-60 days,21013.74,25730.9,6432.73,4,Better Price Elsewhere,10292.36,Italy
CUST-016234,1,Consumer,21,3,Low,13,2,8,51,31-60 days,29509.36,26503.06,2409.37,11,Poor Customer Service,10601.224000000002,Germany
CUST-002183,0,Consumer,52,3,Medium,6,5,5,14,0-30 days,44627.59,45681.13,993.07,46,Not Applicable,0.0,United States
CUST-003180,0,Enterprise,39,5,Medium,13,15,1,58,31-60 days,15362.87,14054.52,312.32,45,Not Applicable,0.0,Brazil
CUST-025667,0,Premium,33,3,Medium,18,9,8,34,31-60 days,12237.38,14019.36,1168.28,12,Not Applicable,0.0,Australia
CUST-006261,0,Enterprise,30,5,High,10,5,3,200,181-270 days,4970.18,6013.18,222.71,27,Not Applicable,0.0,United Arab Emirates
CUST-029470,0,Consumer,27,5,Low,1,3,8,9,0-30 days,23369.9,21273.61,644.65,33,Not Applicable,0.0,Japan
CUST-048192,0,Premium,19,3,Medium,3,6,3,279,271-365 days,35307.56,27749.29,1067.28,26,Not Applicable,0.0,Italy
CUST-019078,0,Consumer,32,5,Medium,1,1,4,333,271-365 days,34319.42,35237.96,2072.82,17,Not Applicable,0.0,Saudi Arabia
CUST-022172,1,Enterprise,52,2,Low,4,5,7,37,31-60 days,16795.29,14998.36,1499.84,10,Poor Customer Service,5999.344000000001,United Arab Emirates
CUST-022689,1,Consumer,21,4,High,19,12,7,3,0-30 days,62556.84,48799.15,3485.65,14,Account Issues,19519.66,United Arab Emirates
CUST-032974,0,Small Business,22,3,Medium,16,19,0,12,0-30 days,43242.44,34090.77,3787.86,9,Not Applicable,0.0,Japan
CUST-020795,0,Premium,18,4,Medium,18,1,5,37,31-60 days,28071.92,29417.49,1279.02,23,Not Applicable,0.0,Netherlands
CUST-044580,1,Premium,33,3,High,11,14,4,133,91-180 days,10067.93,12431.39,414.38,30,Account Issues,4972.556000000001,United States
CUST-040546,1,Small Business,49,5,Low,4,7,4,262,181-270 days,2617.08,2276.4,133.91,17,Too Expensive,910.56,India
CUST-020777,0,Premium,52,4,Medium,11,0,1,16,0-30 days,41510.62,34501.24,2029.48,17,Not Applicable,0.0,Spain
CUST-030675,0,Consumer,37,5,High,11,10,3,6,0-30 days,12425.69,14571.58,633.55,23,Not Applicable,0.0,Canada
CUST-006376,0,Premium,54,5,High,12,9,3,17,0-30 days,1421.49,1332.34,28.35,47,Not Applicable,0.0,India
CUST-049412,0,Small Business,34,5,Medium,7,0,5,40,31-60 days,19973.37,17564.68,381.84,46,Not Applicable,0.0,Spain
CUST-042314,0,Premium,47,3,Medium,16,0,7,50,31-60 days,8614.06,8856.17,632.58,14,Not Applicable,0.0,Germany
CUST-007491,1,Premium,23,4,Medium,11,11,7,11,0-30 days,8210.6,10185.67,308.66,33,Technical Issues,4074.268,United Arab Emirates
CUST-043256,0,Consumer,45,2,High,7,1,0,40,31-60 days,31096.57,28567.25,1020.26,28,Not Applicable,0.0,Australia
CUST-034568,0,Consumer,22,3,Medium,5,0,3,51,31-60 days,50853.71,43463.33,1278.33,34,Not Applicable,0.0,United Kingdom
CUST-008914,0,Consumer,34,1,Medium,1,3,4,35,31-60 days,8584.96,7981.31,190.03,42,Not Applicable,0.0,Japan
CUST-002303,1,Consumer,17,5,High,5,1,1,39,31-60 days,13788.76,16510.06,8255.03,2,Account Issues,6604.024000000001,Italy
CUST-048801,1,Small Business,34,5,Medium,18,11,6,31,31-60 days,39698.17,36706.05,9176.51,4,Shipping Issues,14682.420000000002,Mexico
CUST-043514,1,Premium,37,1,Low,2,3,4,141,91-180 days,48053.61,48078.79,981.2,49,Poor Customer Service,19231.516,Spain
CUST-010743,0,Premium,35,5,High,1,0,4,56,31-60 days,50292.35,42579.66,1703.19,25,Not Applicable,0.0,Singapore
CUST-013495,1,Premium,27,1,High,18,9,9,181,181-270 days,40174.52,32665.93,2969.63,11,Poor Customer Service,13066.372,France
CUST-028004,1,Consumer,5,1,Low,0,0,7,239,181-270 days,24242.31,20897.27,1899.75,11,Poor Customer Service,8358.908000000001,United States
CUST-031838,1,Small Business,20,5,Low,12,3,8,50,31-60 days,11094.81,9822.83,1227.85,8,Better Price Elsewhere,3929.132,Italy
CUST-004673,1,Premium,10,4,Medium,8,0,9,259,181-270 days,26975.98,24499.07,2449.91,10,Low Product Variety,9799.628,Australia
CUST-013423,0,Premium,34,5,Medium,9,10,7,138,91-180 days,26745.57,24427.33,595.79,41,Not Applicable,0.0,Pakistan
CUST-027167,1,Small Business,17,3,High,18,22,5,66,61-90 days,28456.14,25761.85,1226.75,21,Shipping Issues,10304.74,United Kingdom
CUST-017722,1,Small Business,42,3,High,11,2,7,135,91-180 days,24418.65,21906.08,21906.08,1,Payment Problems,8762.431999999999,Pakistan
CUST-020667,0,Small Business,20,5,Medium,11,13,2,154,91-180 days,49610.0,40571.16,1159.18,35,Not Applicable,0.0,Brazil
CUST-006218,0,Consumer,18,3,High,17,2,9,32,31-60 days,12594.45,11783.24,2356.65,5,Not Applicable,0.0,Saudi Arabia
CUST-011868,0,Small Business,14,4,High,6,7,6,87,61-90 days,53872.77,47514.92,1055.89,45,Not Applicable,0.0,Australia
CUST-029021,1,Premium,12,5,High,12,10,9,101,91-180 days,10660.36,11705.06,508.92,23,Shipping Issues,4682.024,Australia
CUST-022194,0,Consumer,58,1,Medium,1,5,7,252,181-270 days,2298.22,2364.38,118.22,20,Not Applicable,0.0,Netherlands
CUST-049189,0,Consumer,50,2,High,10,12,1,52,31-60 days,10949.73,10607.16,505.1,21,Not Applicable,0.0,Netherlands
CUST-021480,0,Premium,22,5,High,8,5,7,55,31-60 days,27384.27,24394.89,1524.68,16,Not Applicable,0.0,Spain
CUST-044199,0,Consumer,43,3,Medium,0,0,8,47,31-60 days,42193.48,38887.19,9721.8,4,Not Applicable,0.0,United States
CUST-018058,1,Consumer,52,3,Low,7,2,7,65,61-90 days,11101.91,12308.75,251.2,49,Low Product Variety,4923.5,Mexico
CUST-014631,1,Premium,30,4,Low,7,0,0,323,271-365 days,59068.52,47001.41,1146.38,41,Better Price Elsewhere,18800.564,India
CUST-005920,1,Small Business,31,1,Medium,3,2,6,21,0-30 days,50354.21,47961.42,2821.26,17,No Longer Need Service,19184.568,Netherlands
CUST-002603,1,Premium,46,1,Medium,18,14,6,293,271-365 days,22319.94,23638.1,3939.68,6,Found Alternative,9455.24,Netherlands
CUST-004325,0,Small Business,58,3,Medium,3,0,5,62,61-90 days,8697.34,6891.83,186.27,37,Not Applicable,0.0,United Arab Emirates
CUST-011119,0,Premium,16,3,Medium,10,5,2,23,0-30 days,13373.33,15675.58,1205.81,13,Not Applicable,0.0,Japan
CUST-013326,1,Consumer,11,4,Medium,14,13,3,294,271-365 days,48702.19,38759.1,2583.94,15,Poor Product Quality,15503.64,India
CUST-006668,1,Small Business,39,1,Medium,0,0,5,5,0-30 days,30846.82,38314.29,798.21,48,Poor Customer Service,15325.716,Pakistan
CUST-022090,0,Small Business,18,2,Medium,2,1,2,59,31-60 days,16464.56,17967.23,449.18,40,Not Applicable,0.0,Netherlands
CUST-023513,1,Consumer,38,1,High,8,1,2,10,0-30 days,23685.86,24710.46,602.69,41,Poor Customer Service,9884.184000000001,Saudi Arabia
CUST-031101,1,Consumer,6,1,High,14,16,5,73,61-90 days,13532.42,10680.52,508.6,21,Poor Customer Service,4272.208000000001,Spain
CUST-045296,0,Consumer,57,2,Medium,4,4,2,63,61-90 days,31106.5,31393.47,872.04,36,Not Applicable,0.0,Spain
CUST-048828,0,Small Business,27,2,High,12,15,3,178,91-180 days,31666.14,29316.97,1332.59,22,Not Applicable,0.0,Saudi Arabia
CUST-015106,0,Premium,44,1,Low,1,0,0,265,181-270 days,31642.44,37021.43,822.7,45,Not Applicable,0.0,Italy
CUST-016249,0,Small Business,9,2,High,0,4,0,363,271-365 days,40024.41,41872.41,973.78,43,Not Applicable,0.0,United States
CUST-030930,0,Small Business,59,2,Medium,12,12,3,78,61-90 days,30336.5,32868.9,699.34,47,Not Applicable,0.0,Spain
CUST-032337,0,Small Business,22,3,Medium,10,3,1,57,31-60 days,2282.28,2740.69,114.2,24,Not Applicable,0.0,United Kingdom
CUST-043808,1,Consumer,31,3,Low,18,0,6,14,0-30 days,30749.18,28554.75,1679.69,17,Poor Customer Service,11421.9,Saudi Arabia
CUST-038479,0,Small Business,45,5,Low,6,10,3,289,271-365 days,57851.61,48068.97,0.0,0,Not Applicable,0.0,Singapore
CUST-026611,0,Premium,34,5,Medium,19,20,7,1,0-30 days,10445.42,10563.72,301.82,35,Not Applicable,0.0,Mexico
CUST-043329,0,Premium,42,1,Medium,3,2,4,55,31-60 days,4449.59,5555.47,168.35,33,Not Applicable,0.0,Spain
CUST-029220,0,Consumer,39,4,High,8,9,5,343,271-365 days,59596.97,47332.09,1820.46,26,Not Applicable,0.0,United States
CUST-036487,1,Consumer,14,1,High,18,11,5,61,61-90 days,32666.41,32428.8,1046.09,31,Better Price Elsewhere,12971.52,Pakistan
CUST-014090,0,Consumer,12,2,Medium,7,6,3,76,61-90 days,13082.77,10985.64,261.56,42,Not Applicable,0.0,United Arab Emirates
CUST-026927,1,Consumer,12,4,High,14,14,4,25,0-30 days,6195.66,6008.24,353.43,17,Poor Product Quality,2403.2960000000007,Australia
CUST-003089,0,Consumer,9,4,Low,3,0,2,349,271-365 days,52338.4,41157.93,1003.85,41,Not Applicable,0.0,Netherlands
CUST-039970,1,Small Business,51,3,Low,4,0,7,177,91-180 days,27113.77,22528.98,3754.83,6,Unhappy with Return Policy,9011.592,Singapore
CUST-001879,1,Consumer,25,3,Medium,11,10,0,68,61-90 days,34622.56,33485.83,1969.75,17,No Longer Need Service,13394.332000000002,Germany
CUST-001795,1,Consumer,9,4,Low,2,1,9,67,61-90 days,1985.41,1864.63,88.79,21,Better Price Elsewhere,745.8520000000003,Brazil
CUST-001590,0,Consumer,59,3,High,4,1,3,9,0-30 days,22718.41,28032.56,651.92,43,Not Applicable,0.0,Saudi Arabia
CUST-038499,0,Premium,20,1,Medium,4,4,1,3,0-30 days,17059.98,21062.78,1238.99,17,Not Applicable,0.0,United Kingdom
CUST-049922,0,Small Business,2,5,High,16,11,2,10,0-30 days,20587.39,22807.9,991.65,23,Not Applicable,0.0,Mexico
CUST-032856,0,Premium,52,3,Medium,6,0,3,49,31-60 days,2044.62,1644.21,274.04,6,Not Applicable,0.0,Pakistan
CUST-013629,0,Consumer,17,3,Low,5,3,4,159,91-180 days,28360.26,30167.59,1371.25,22,Not Applicable,0.0,Pakistan
CUST-037502,1,Consumer,28,1,Low,10,11,4,110,91-180 days,13927.2,14920.43,382.58,39,Technical Issues,5968.172000000001,Canada
CUST-027730,0,Small Business,50,4,Medium,4,2,4,274,271-365 days,3595.76,2882.64,58.83,49,Not Applicable,0.0,Italy
CUST-025873,1,Consumer,26,2,Low,6,5,0,78,61-90 days,30495.25,29789.39,29789.39,1,Shipping Issues,11915.756000000001,Brazil
